id,text,label
219,atimi ciccilan 10% sahat 12 bulan tu panuhoran tiket pesaway air asia dohot kartu kredit bni!,neutral
209,"Kue-kue na diparade mambahen au taringot tu angka nadung salpu. saluhut angka ragam ni kue tingki najolo, songon rupa nang dohot daina, kue na tabo argana pe ura.",positive
436,Inong hea karejo di grab Indonesia.,neutral
394,"Tung mansai lomo do roha mangan tonga ari dison manuk dohot sambal nai tung mansai tabo argana pe namuraan , dae ni manuk nai sahat tu holi-holi na, es lidah buaya nai ipe denggan mambahen butuha gabe lambok dung mangallang sambal na siak. Angka parhobasna pe hatop-hatop jala burju, na membahen lomo muse rohangku diinganan lao manggarar adong tarsurat 10 % dipasahat tu ulaon asi ni roha, mambahen lam tabo sipanganon i dibagasan siubeon.",positive
592,Panghobasion ni bus Damri mansai denggan.,positive
317,Naeng bahenon postingan na isina parsiajaran ni angka customers gojek,neutral
352,Marratus jabu di medan na hona banjir,neutral
751,"barang na tarhilala, alai na heran iba xiaomi redmi note2 i potik-potik  laho pagalakhon na memang na sega do? muse batere na  emang na hatop do habis tokke?",negative
856,Maol hian manghaporseai jolma naung hea mangose padan.,negative
504,"Inganan di Gombel dohot panatapan Semarang, ro ma siborngin alana palito ni kota gabe haberengan, sipanganon tabo steak dohot aek las ido sipanganon na ikkon didai dison. Pillit ma inganan na di luar alana alogo namansai ngali jala lambok",positive
13,"Tingki ro tuson au manuhor nasi goreng dohot kantang goreng, nasi goreng na sude marlomo ni roha. Kentang goreng na tabo hian, jala patoranghon denggan. Sisolhot mandok kopi na tabo. Na gabe na uli di son ima ingananna na bidang jala na di luar boi dibereng panatapan huta bambu, alai panghobasionna na dang  hatop gabe ikkon ahu sukkun piga-piga hali taringot tu na hu tuhor i. Argana lumayan arga, alai ala tabo do sipanganon na gabe lese do i sude. Dang pola porlu marpikkir dua hali molo naeng ro musek tu inganan on.",positive
978,"Indahan goreng thailand si arga 35 ribu, bulus, holan adong manukna otik. Seafood na dangadong.",negative
570,"Songon na ta boto, brownis na asli sian Amerika ima kue bantat na memang marwarna cokelat. Toko Amanda mambaen brownies dohot cara mangkukus. Brownis nadikukus on asli dang pass. Tekksturna gabe songon bolu nasomal. Jadi pandapothu, on dang brownies.",negative
489,"Molo ro tuparmanganan on pas hian di botari dohot borngin ni ari, mamboan hallet laho mangatimi mangan borngin na uli dohot panatapan na mansai bagak.",positive
